title,imdb_id,existing_budget,scraped_budget,scraped_boxoffice,release_year,budget_difference
In the Gloaming,tt0119362,,,,,
The Woman,tt7737800,,,836057.0,,
Skeleton on Horseback,tt0028632,,,,,
Les Misérables,tt1707386,,61000000.0,442757529.0,,
Streets of Laredo,tt0112041,,,,,
The Natural,tt0087781,,28000000.0,47951979.0,,
The Tin Drum,tt0078875,,,7469.0,,
Closely Watched Trains,tt0060802,,,34198.0,,
The Beach,tt0163978,,50000000.0,144056873.0,,
Looking for Alibrandi,tt0217629,,,,,
The Night Flier,tt0119784,,1000000.0,125397.0,,
Lotte in Weimar,tt0071774,,,,,
1408,tt0450385,,25000000.0,132963417.0,,
Treasure Island,tt0025907,,,4957320.0,,
The Home of Dark Butterflies,tt1399103,,195000000.0,1123794079.0,,
Japan Sinks,tt12031040,,,,,
The War of the Roses,tt0098621,,26000000.0,160188546.0,,
A Dead Man Among the Living,tt0066914,,,,,
La Paura,tt0075814,,,,,
Samurai Reincarnation,tt0082699,,,,,
The Golden Bowl,tt0200669,,15000000.0,5753678.0,,
The Dirty Dozen,tt0061578,,5400000.0,,,
Marjorie Morningstar,tt0051911,,,,,
The Virgin Suicides,tt0159097,,9000000.0,10411722.0,,
Dambusters,tt0858429,,,,,
Telefon,tt0076804,,7000000.0,,,
The Cry of the Owl,tt1034302,,11500000.0,32572.0,,
Sun Alley,tt0177242,,,12891924.0,,
The Indian Tomb,tt0052924,,20000000.0,4673.0,,
La bête,tt14407336,,7520000.0,760979.0,,
The Adventures of Tom Sawyer,tt0029844,,,,,
"Léon Morin, Priest",tt0055082,,,72908.0,,
Desperate Hours,tt0099409,,18000000.0,2742912.0,,
What's Your Number?,tt0770703,,20000000.0,30426096.0,,
Caravans,tt0077296,,14000000.0,3930501.0,,
Peau d'Âne,tt0066207,,,59337.0,,
Sweet Nell of Old Drury,tt6687694,,,,,
Young Pioneers' Christmas,tt0075449,,,,,
Johnny Mnemonic,tt0113481,,26000000.0,19077036.0,,
Shogun Assassin,tt0081506,,,,,
An American Tragedy,tt0021607,,,,,
Death Watch,tt0081182,,,,,
Notes on a Scandal,tt0465551,,15000000.0,49814568.0,,
Storm Boy,tt3340446,,,4413225.0,,
Balzac and the Little Chinese Seamstress,tt34985362,,,,,
Crime and Punishment,tt0026246,,,,,
Despair,tt0077421,,6000000.0,8148.0,,
We Were the Mulvaneys,tt0313769,,,,,
The Solitude of Prime Numbers,tt1441373,,,5505962.0,,
A Chinese Ghost Story,tt0093978,,5600000.0,,,
The Fly,tt1896747,,100000000.0,42225354.0,,
Firefox,tt0083943,,21000000.0,46708276.0,,
Alraune,tt0017621,,,,,
Bliss,tt10333426,,,,,
Tsukigata Hanpeita: Hana no maki; Arashi no maki,tt0049888,,,,,
My Sister's Keeper,tt1078588,,30000000.0,95714875.0,,
That Forsyte Woman,tt0041955,,,,,
Queen Margot,tt0110963,,42000000.0,1318578.0,,
"Murder, She Said",tt0055205,,,,,
Little Presents,tt0055300,,,,,
The Citadel,tt9794044,,,,,
The Bawdy Adventures of Tom Jones,tt0074189,,,,,
"Go West, Young Man",tt0027684,,,,,
Faust,tt1437357,,8000000.0,64556.0,,
That Darn Cat,tt0059793,,,,,
The Tower of Lies,tt0016446,,185000.0,,,
Tuck Everlasting,tt0283084,,15000000.0,19344615.0,,
The Devil's Daffodil,tt0054912,,,,,
Wuthering Heights,tt32897959,,,,,
The Land of Our Ancesters,tt15782690,,,3629978.0,,
The Missing Clerk,tt0067111,,,,,
Forever,tt3487382,,,,,
Bravo Two Zero,tt0120617,,6500000.0,,,
Paperhouse,tt0098061,,,241278.0,,
To Kill a Mockingbird,tt0056592,,2000000.0,599934.0,,
Danielle Steel's Star,tt0108213,,,,,
The Brave Archer,tt0078249,,,,,
Allan Quatermain and the Temple of Skulls,tt1219671,,50000.0,,,
Nina,tt7461300,,,,,
Betty,tt0805669,,,,,
The Haunting,tt6763664,,,,,
The Collector,tt0844479,,6000000.0,10234475.0,,
Black Arrow,tt0088813,,,,,
The Island,tt0399201,,126000000.0,162949164.0,,
Tess of the d'Urbervilles,tt1186342,,,,,
Emil and the Piglet,tt0072931,,,,,
No Good Deed,tt19891306,,,,,
Heidi,tt0028988,,,,,
This Above All,tt0035431,,1000000.0,,,
The Stepford Wives,tt0327162,,90000000.0,103370281.0,,
Donnie Brasco,tt0119008,,35000000.0,124909762.0,,
The Railway Man,tt2058107,,18000000.0,24174885.0,,
Extremely Loud and Incredibly Close,tt0477302,,40000000.0,55247881.0,,
French California,tt0465160,,,607994.0,,
Courage Mountain,tt0097115,,,1393610.0,,
The House of Usher,tt15567174,,,,,
The Square Ring,tt0046358,,,,,
The Sound of Music,tt0059742,,8200000.0,159484051.0,,
The Grifters,tt0099703,,,13446769.0,,
The Great Gatsby,tt1343092,,105000000.0,353660028.0,,
Dangerous Liaisons,tt0094947,,14000000.0,34670720.0,,
Sharpe's Revenge,tt0120110,,,,,
Mr. Popper's Penguins,tt1396218,,55000000.0,187361754.0,,
Angst,tt0165623,,400000.0,,,
St. Trinian's,tt0964587,,7000000.0,29068027.0,,
Peter Pan,tt0316396,,100000000.0,121975011.0,,
Farewell to the Ark,tt9031708,,,,,
The Fourth Man,tt0086543,,,,,
A Gathering of Old Men,tt0093076,,,,,
The Guyver,tt0101988,,,,,
Little Women,tt3281548,,40000000.0,218843645.0,,
Elephant Boy,tt0028827,,,,,
Winged Creatures,tt0948547,,,39171.0,,
A Place in the Sun,tt0043924,,2295304.0,748.0,,
The Silver Chalice,tt0047494,,4500000.0,,,
Marriage is a Crazy Thing,tt0315930,,,6558851.0,,
Juha,tt0158692,,4773394.0,159298.0,,
Cal,tt0087019,,,,,
A Few Good Men,tt0104257,,41000000.0,243240178.0,,
The Pearl of Death,tt0037168,,,,,
Oliver Twist,tt0380599,,60000000.0,42580321.0,,
The Yearling,tt0039111,,4000000.0,,,
The Constant Nymph,tt0035751,,,,,
Mr. Wu,tt0018179,,267000.0,,,
Dhund,tt0158587,,,,,
Michel Vaillant,tt0307156,,22900000.0,7463092.0,,
De vergeløse,tt0032095,,,,,
The Pathfinder,tt0045013,,,,,
God's Little Acre,tt0051666,,,,,
Carnage,tt7097896,,110000000.0,506813864.0,,
Mural,tt29513309,,,,,
The Carey Treatment,tt0068337,,,,,
Suspicion,tt33043898,,,,,
The Death of Dracula,tt2737710,,50.0,,,
James and the Giant Peach,tt0116683,,38000000.0,28946127.0,,
The Killer Inside Me,tt0954947,,13000000.0,4052191.0,,
A Sunday in Kigali,tt0463385,,7000000.0,1609.0,,
The First Gentleman,tt13345102,,,2079276.0,,
Dragonball Evolution,tt1098327,,30000000.0,55720772.0,,
Thomas and the Magic Railroad,tt0205461,,19000000.0,19748009.0,,
The Picture of Dorian Gray,tt0037988,,3500000.0,,,
Nico the Unicorn,tt0119782,,,,,
The Claim,tt0218378,,20000000.0,885836.0,,
Pirates of Malaysia,tt0058473,,,,,
Long Day's Journey Into Night,tt23130254,,,,,
A Town Like Alice,tt0081949,,,,,
Rabbit Hole,tt5822112,,,,,
The Jeweller's Shop,tt0094787,,,,,
The Prince and the Pauper,tt0077381,,8000000.0,,,
The Woman in Black,tt1596365,,17000000.0,128955898.0,,
Amor prohibido,tt0073218,,,,,
The Class,tt32684804,,,,,
Limit of Love: Umizaru,tt0809469,,,60602690.0,,
The Congress,tt1821641,,34148170.0,758754.0,,
The Killer Inside Me,tt0954947,,13000000.0,4052191.0,,
Escape to Witch Mountain,tt0072951,,,20000000.0,,
The Bottle Imp,tt0007740,,,,,
Brighton Rock,tt0039220,,,72434.0,,
The Big Fisherman,tt0052627,,4000000.0,,,
Fear,tt3743822,,,,,
The Diving Bell and the Butterfly,tt2996200,,,,,
Outcast of the Islands,tt0045002,,,,,
The Rainmaker,tt0119978,,40000000.0,45916769.0,,
Sarah's Key,tt1668200,,10000000.0,24792815.0,,
Nightwing,tt0079631,,,,,
Any Wednesday,tt0060112,,,,,
All the Pretty Horses,tt0149624,,57000000.0,18133495.0,,
Solaris,tt0069293,,1000000.0,229210.0,,
Ebenezer,tt19773318,,,,,
One Shot,tt14199590,,,29439.0,,
Half Moon Street,tt0091164,,8000000.0,1131399.0,,
The Sword and the Rose,tt0046387,,,2500000.0,,
Aren't We All?,tt28223752,,,,,
Utz,tt0105712,,,,,
Becky Sharp,tt0026104,,950000.0,,,
The Last of the Mohicans,tt0104691,,40000000.0,75506530.0,,
"Ima, Ai ni Yukimasu",tt0442268,,,46616207.0,,
Children of the Damned,tt0056931,,,,,
I Know Why the Caged Bird Sings,tt0079321,,,,,
Swiss Family Robinson,tt0054357,,5000000.0,40357287.0,,
On Trial,tt32331294,,,,,
Starship Troopers: Invasion,tt2085930,,,193425.0,,
Flicka,tt0434215,,15000000.0,21893591.0,,
The Four Musketeers,tt0073012,,,,,
What Dreams May Come,tt0120889,,85000000.0,55383166.0,,
A Soldier's Story,tt0088146,,6000000.0,21821347.0,,
Ek Ruka Hua Faisla,tt0157571,,,,,
The Teenage Textbook Movie,tt0174263,,500000.0,,,
Cop,tt0099938,,15000000.0,201957688.0,,
Black House,tt0336693,,,,,
Snow White,tt6208148,,,,,
The Devil,tt14966898,,,15467732.0,,
Hussar Ballad,tt0056045,,,,,
Jesse Stone: Sea Change,tt0905345,,,,,
Licence to Kill,tt0097742,,32000000.0,156167015.0,,
Lady Snowblood,tt0158714,,,,,
The Count of Monte Cristo,tt29547746,,,,,
Sword of Gideon,tt0092038,,,,,
A Brief History of Time,tt0103882,,,2279692.0,,
I Saw What You Did,tt0059297,,,,,
Pola X,tt0152015,,71500000.0,,,
"Thunderhead, Son of Flicka",tt0038172,,,,,
At the Earth's Core,tt0074157,,1500000.0,,,
The Birds,tt0056869,,2500000.0,54531.0,,
House of Sand and Fog,tt0315983,,16500000.0,16763804.0,,
Heidi and Peter,tt0048152,,,,,
Andrine og Kjell,tt0216541,,,,,
Knights of the Round Table,tt0045966,,2600000.0,,,
The Big Kahuna,tt0189584,,7000000.0,3728888.0,,
I miserabili,tt5900600,,,,,
Geraldine's Fortune,tt0411753,,,,,
City of Ember,tt0970411,,55000000.0,17929684.0,,
Tobacco Road,tt0034297,,,534.0,,
The Hedgehog,tt18259086,,,1377470.0,,
Cyrano de Bergerac,tt0099334,,100000000.0,5822041.0,,
Man in the Attic,tt0047209,,500000.0,,,
The Bricklayers,tt0074107,,,,,
The Pickwick Papers,tt0045030,,,,,
The Hotel New Hampshire,tt0087428,,7500000.0,5142858.0,,
Bill Bergson and the White Rose Rescue,tt19615502,,,,,
The Reincarnation of Peter Proud,tt0073615,,,,,
The Celestine Prophecy,tt0398842,,10000000.0,1127463.0,,
National Lampoon's Joy of Sex,tt0087513,,5000000.0,4463841.0,,
Cyrano de Bergerac,tt0099334,,100000000.0,5822041.0,,
Romanoff and Juliet,tt0055383,,,,,
Trent's Last Case,tt0045259,,,,,
Revenge of the Snakes,tt1055369,,200000000.0,836303693.0,,
Charly,tt0062794,,,18530000.0,,
Lord of Illusions,tt0113690,,12000000.0,13294422.0,,
The Man Who Would Be King,tt0073341,,8000000.0,12678.0,,
My Left Foot,tt0097937,,600000.0,14743391.0,,
Kiss of the Spider Woman,tt30400277,,,,,
Theater of Life,tt0085757,,,,,
"Farewell, My Lovely",tt0072973,,2500000.0,,,
To Have and Have Not,tt0037382,,,12459.0,,
The Struggle,tt0006864,,385907.0,,,
Three Comrades,tt0030865,,839000.0,,,
The Deceivers,tt0064363,,,,,
Carandiru,tt0293007,,12000000.0,10781635.0,,
The Shaggy Dog,tt0393735,,50000000.0,87134280.0,,
The Thing,tt0084787,,15000000.0,20630135.0,,
A Connecticut Yankee in King Arthur's Court,tt0041259,,,,,
Female,tt0072979,,25000.0,8620.0,,
Rent,tt0294870,,40000000.0,31670620.0,,
Dandelion Wine,tt0385336,,,,,
The Ox-Bow Incident,tt0036244,,565000.0,,,
Morvern Callar,tt0300214,,,868313.0,,
Figures in a Landscape,tt0065720,,,,,
The Alley of Miracles,tt0002381,,,,,
Mademoiselle Chambon,tt1285246,,3900000.0,5511371.0,,
The Sign of Four,tt0685628,,,,,
Lost Horizon,tt0029162,,4000000.0,,,
When Knighthood Was in Flower,tt0013750,,1500000.0,,,
Pan,tt3332064,,150000000.0,128988320.0,,
The Power of One,tt0105159,,18000000.0,2827107.0,,
The Dogs of War,tt0080641,,,5484132.0,,
How the Grinch Stole Christmas!,tt0170016,,123000000.0,346659384.0,,
You Only Live Twice,tt0062512,,9500000.0,43115913.0,,
The Twelve Chairs,tt0066495,,,,,
L'Amant de lady Chatterley,tt0047817,,,,,
Wizard of Oz,tt0032138,,2777000.0,25637669.0,,
Lantern Hill,tt0099974,,,,,
Out,tt22022452,,200000000.0,1698641117.0,,
All Fall Down,tt0055738,,1200000.0,,,
Prayers for Bobby,tt1073510,,,,,
Cloudy With A Chance of Meatballs,tt0844471,,100000000.0,243006136.0,,
Madicken på Junibacken,tt0081099,,4000000.0,,,
Reunion,tt15338966,,,,,
Dr. Jekyll and Mr. Hyde,tt0022835,,535000.0,16615.0,,
Querelle,tt0084565,,4400000.0,,,
Ovod,tt0048461,,,,,
Savage Souls,tt0262942,,,,,
Lemonade Mouth,tt1648204,,,,,
Fabiola,tt0041342,,,,,
Pride & Prejudice,tt0414387,,28000000.0,121616555.0,,
Peter Pan,tt0316396,,100000000.0,121975011.0,,
Savage Sam,tt0057473,,,,,
I Am the Cheese,tt0085706,,,,,
Rosemary's Baby,tt0063522,,3200000.0,3288.0,,
The Leopard,tt0057091,,2900000000.0,211804.0,,
The Hatter's Ghost,tt0083925,,,,,
Head Over Heels,tt0192111,,14000000.0,13127022.0,,
All the King's Men,tt0405676,,55000000.0,9451623.0,,
The Lawnmower Man,tt0104692,,10000000.0,32100816.0,,
"The Beast from 20,000 Fathoms",tt0045546,,210000.0,,,
En glad gutt,tt0022946,,,,,
When Nietzsche Wept,tt0760188,,,,,
South Pacific,tt0052225,,6000000.0,476564.0,,
A Season in Hakkari,tt0084045,,,,,
The Secret Life of Walter Mitty,tt0359950,,90000000.0,188133322.0,,
Jan Dara,tt0282628,,,1144132.0,,
Les dames du Bois de Boulogne,tt0037630,,,,,
Tribute,tt1343115,,,,,
Vismayathumbathu,tt0400764,,,,,
Treasure Island,tt0025907,,,4957320.0,,
Anna Christie,tt0020641,,376000.0,,,
How Stella Got Her Groove Back,tt0120703,,20000000.0,39278722.0,,
Tenderness,tt0494864,,,322189.0,,
Victoria,tt5137338,,,,,
Cyrano Fernandez,tt1178642,,800000.0,1121893.0,,
Marlowe,tt6722802,,22300000.0,6377603.0,,
Watchers II,tt0100904,,,,,
The Crow,tt1340094,,50000000.0,23999106.0,,
Dev D,tt2147999,,,,,
Die Another Day,tt0246460,,142000000.0,431971781.0,,
How to Make an American Quilt,tt0113347,,10000000.0,41200020.0,,
Without Compassion,tt0111196,,,,,
The Medusa Touch,tt0077921,,,,,
Eun-Gyo,tt2390253,,,,,
Padayottam,tt7760084,,,142058.0,,
Eaux profondes,tt2180339,,48917499.0,,,
Cactus Flower,tt0064117,,3000000.0,,,
The House in Montevideo,tt13315324,,,,,
A Christmas Carol,tt1067106,,200000000.0,325286646.0,,
The Mating Game,tt0053054,,876000.0,,,
36 Hours,tt0057809,,,,,
Colonel Wolodyjowski,tt0064785,,40000000.0,,,
Tomie,tt0240119,,,,,
Ziemia Obiecana,tt0072446,,31300000.0,,,
The Robe,tt0046247,,5000000.0,36010866.0,,
The Gun Runners,tt0051687,,,,,
The Outsiders,tt0086066,,10000000.0,25839182.0,,
Life of a Woman,tt6469960,,,,,
Case for a Rookie Hangman,tt33346918,,,,,
The Three Musketeers,tt1509767,,75000000.0,132274484.0,,
One Flew Over the Cuckoo's Nest,tt0073486,,3000000.0,109115366.0,,
The Romance of Tarzan,tt0009560,,,,,
He Died With A Felafel In His Hand,tt0172543,,3900000.0,307159.0,,
The Crucible,tt0115988,,25000000.0,7343114.0,,
Three Wishes for Cinderella,tt0070832,,,,,
Lincoln,tt13833978,,,,,
Dvanáct křesel,tt0168720,,,,,
Carmen,tt6875952,,,383996.0,,
Words in Blue,tt0417071,,6000000.0,661951.0,,
The Divided Sky,tt17025694,,,,,
Party Monster,tt0320244,,5000000.0,782606.0,,
Key Largo,tt0040506,,,9524420.0,,
Hopscotch,tt0080889,,9500000.0,,,
The Lost World,tt0119567,,73000000.0,618638999.0,,
I Am David,tt0327919,,,329577.0,,
The Human Stain,tt0308383,,30000000.0,22954068.0,,
"One, Two, Three",tt0055256,,3000000.0,,,
Success,tt7660850,,,,,
Perfume: The Story of a Murderer,tt0396171,,60000000.0,135039924.0,,
Villon's Wife,tt1259609,,,3947538.0,,
Alfie,tt0375173,,60000000.0,35060882.0,,
Piccadilly Jim,tt0371878,,15000000.0,,,
"Suddenly, a Woman!",tt0122519,,,,,
Ulysses' Gaze,tt0114863,,,,,
Brokeback Mountain,tt0388795,,14000000.0,178064141.0,,
The Women,tt0430770,,16000000.0,50007546.0,,
Ikigami,tt1194661,,,7133161.0,,
The Lovely Bones,tt0380510,,65000000.0,93621340.0,,
A Dangerous Woman,tt0106661,,,1497222.0,,
Shane,tt0046303,,3100000.0,21412.0,,
Emily Brontë's Wuthering Heights,tt31466961,,,,,
"Careful, He Might Hear You",tt0085295,,,2938179.0,,
The Diary of Ellen Rimbauer,tt0350811,,,,,
Magnet of Doom,tt0056845,,,,,
Kabuliwala,tt28541110,,,,,
Twigson,tt1245775,,,4414534.0,,
Intensity,tt0118350,,,,,
Cruising,tt0080569,,11000000.0,19815314.0,,
Blindness,tt0861689,,25000000.0,19844979.0,,
Wuthering Heights,tt32897959,,,,,
Foxfire,tt0116353,,,269300.0,,
The Last of the Mohicans,tt0104691,,40000000.0,75506530.0,,
Tough Guys Don't Dance,tt0094169,,5000000.0,858250.0,,
The BFG,tt3691740,,140000000.0,195243411.0,,
Beyond the Poseidon Adventure,tt0078856,,10000000.0,,,
Heidi,tt0028988,,,,,
Cuore di cane,tt0072837,,,,,
Screamers,tt0114367,,20000000.0,5711695.0,,
Sir Arne's Treasure,tt0010247,,,,,
The Macomber Affair,tt0039591,,,,,
Mirror Mirror,tt2085059,,,,,
Under the Sun of Satan,tt0094011,,,69688.0,,
Winter’s Bone,tt1399683,,2000000.0,13796834.0,,
The Kennel Murder Case,tt0024210,,,,,
Imitation of Life,tt0052918,,2000000.0,365.0,,
Un linceul n'a pas de poches,tt0072337,,,,,
History of the Arkanar Massacre,tt15799524,,,,,
The Outrage,tt0058437,,3000000.0,,,
The Adjustment Bureau,tt1385826,,50200000.0,127869379.0,,
Aoi sanmyaku,tt0185883,,,,,
The Bridge of San Luis Rey,tt0356443,,24000000.0,1910546.0,,
Crime and Punishment,tt0026246,,,,,
Fail-Safe,tt0058083,,,,,
Northanger Abbey,tt0844794,,,,,
Cool It,tt2139555,,,1323415.0,,
The Spiderwick Chronicles,tt0416236,,90000000.0,164170327.0,,
Men in Black II,tt0120912,,140000000.0,445135288.0,,
Woyzeck,tt0080149,,900000.0,,,
Blade Runner,tt0083658,,28000000.0,41758452.0,,
"Angus, Thongs and Perfect Snogging",tt0963743,,,14926344.0,,
Les Misérables,tt1707386,,61000000.0,442757529.0,,
Days of Eclipse,tt0095040,,,,,
Dieu a besoin des hommes,tt0042401,,,,,
The Mistress of Spices,tt0407998,,,1337846.0,,
Diamonds Are Forever,tt0066995,,7200000.0,43830091.0,,
Hands of a Stranger,tt0056056,,,,,
Bear Island,tt0078836,,12100000.0,,,
The Glass Key,tt0034798,,,,,
CATS,tt5697572,,95000000.0,75558925.0,,
Roseanna,tt0107989,,,,,
The Elementary Particles,tt0430051,,6000000.0,6628558.0,,
Dracula: Pages from a Virgin's Diary,tt0293113,,1600000.0,55365.0,,
Nights in Rodanthe,tt0956038,,30000000.0,84375346.0,,
Good,tt19891306,,,,,
Colorful,tt1677561,,,3921769.0,,
Family Album,tt0109537,,,,,
War of the Worlds 2: The Next Wave,tt1183733,,500000.0,,,
Liliomfi,tt0047180,,,,,
Incendiary,tt0984200,,10000000.0,304127.0,,
Roseanna,tt0107989,,,,,
Born on the Fourth of July,tt0096969,,14000000.0,161001698.0,,
Blueberry,tt0276830,,36100000.0,6482919.0,,
Coma,tt0077355,,4500000.0,,,
Thanassakis o politevomenos,tt0201250,,,,,
"Keep Your Seats, Please",tt0027838,,,,,
La Isla misteriosa y el capitán Nemo,tt0068748,,,,,
A Man Called Horse,tt0066049,,,44000000.0,,
An Awfully Big Adventure,tt0112427,,4000000.0,259724.0,,
Decameron Nights,tt0045675,,,,,
Eulis Atjih,tt0346951,,,,,
The World According to Garp,tt0084917,,17000000.0,29712172.0,,
Filomena Marturano,tt0042461,,,,,
Outbreak,tt27791972,,,,,
The Tracey Fragments,tt0801526,,750000.0,42318.0,,
Luck of the Navy,tt0031731,,,,,
Caesar the Conqueror,tt0057105,,,,,
The Inhabited Island,tt0972558,,29500000.0,23772559.0,,
In Cold Blood,tt0061809,,3500000.0,316.0,,
Impure Blood,tt12653060,,,280462.0,,
The Detective,tt2356777,,,,,
Dark Water,tt0382628,,30000000.0,68357079.0,,
She Done Him Wrong,tt0024548,,200000.0,,,
The Shop Around the Corner,tt0033045,,,42219.0,,
They Drive by Night,tt0033149,,400000.0,,,
Owd Bob,tt0119851,,,,,
Frenzy,tt0068611,,2000000.0,4940.0,,
The Admirable Crichton,tt0050100,,,,,
Les Valseuses,tt0072353,,,,,
Bitter Flowers,tt7411742,,2000000.0,,,
Marie Antoinette,tt0422720,,40000000.0,60917189.0,,
Brewster's Millions,tt31955992,,10000000.0,,,
Never Say Never Again,tt0086006,,36000000.0,55433185.0,,
Carmen: A Hip Hopera,tt0274415,,,,,
The Silver Linings Playbook,tt1045658,,21000000.0,236412453.0,,
Looking for Mr. Goodbar,tt0076327,,,22512655.0,,
Arabian Nights,tt0071502,,,755.0,,
Shipwrecked,tt0099816,,60000000.0,15104156.0,,
The Sisterhood of the Traveling Pants 2,tt1018785,,27000000.0,44352417.0,,
Belles on their Toes,tt0044410,,,,,
La perla,tt0325980,,140000000.0,654264546.0,,
Kidnapped,tt1629377,,,969024.0,,
Amok,tt0248654,,,,,
The Bridges of Madison County,tt0112579,,24000000.0,182016617.0,,
The Sensual Man,tt0070519,,,,,
Le amiche,tt0047821,,,68167.0,,
The Hunchback of Notre Dame,tt0116583,,100000000.0,325338851.0,,
The Sannikov Land,tt0136624,,,,,
The Eye of the Storm,tt33014623,,,,,
All the World's Mornings,tt13648224,,15000.0,105341.0,,
Eighteen Springs,tt0127468,,,,,
Resurrection,tt33043892,,,,,
Pascali's Island,tt0095827,,,1451857.0,,
Incendies,tt1255953,,6800000.0,6797861.0,,
Gaslight,tt0036855,,,2391.0,,
The Sorcerer's Apprentice,tt0963966,,150000000.0,215283742.0,,
The Fabulous World of Jules Verne,tt32133104,,,,,
Mother,tt0460649,,,,,
A Day in the Death of Joe Egg,tt0068450,,,,,
The Sword of Many Lovers,tt8110232,,50000000.0,13037403.0,,
Nicholas Nickleby,tt0309912,,10000000.0,3651462.0,,
Les Sorcières de Salem,tt0050997,,,,,
Tatsumi,tt1922736,,,58153.0,,
Oldboy,tt0364569,,3000000.0,17592355.0,,
Something Wicked This Way Comes,tt0086336,,19000000.0,8400000.0,,
Bruce Almighty,tt0315327,,81000000.0,484592874.0,,
Diary of a Wimpy Kid: Dog Days,tt2023453,,22000000.0,77229695.0,,
The New Land,tt0069035,,,,,
My Name is Bruce,tt0489235,,1500000.0,173066.0,,
Le Dernier Tournant,tt0031222,,,,,
The Protar Affair,tt0048930,,,,,
Frankenstein Must Be Destroyed,tt0065738,,,,,
The Way West,tt0062479,,5000000.0,,,
L: Change the World,tt0912597,,10000000.0,35319632.0,,
The Lorax,tt1482459,,70000000.0,349305397.0,,
Gypsy,tt5503718,,,,,
Lives of the Saints,tt0367360,,,,,
"They Shoot Horses, Don't They?",tt0065088,,,,,
Sharpe's Battle,tt0114416,,,,,
25th Hour,tt0307901,,5000000.0,23936003.0,,
The Return of Captain Nemo,tt0077156,,,,,
The Sorrows of Satan,tt0017419,,971260.0,,,
Let It Shine,tt2165933,,,750000.0,,
Communion,tt0076150,,340000.0,,,
Daniel Deronda,tt0321897,,,,,
Jar City,tt0805576,,180000000.0,748405.0,,
Dirty Hearts,tt1653653,,8000000.0,220593.0,,
Ella Enchanted,tt0327679,,31000000.0,27388767.0,,
Amityville II: The Possession,tt0083550,,5000000.0,12534817.0,,
Breakheart Pass,tt0072735,,,,,
The Hound of the Baskervilles,tt0052905,,,,,
Beaches,tt0094715,,20000000.0,57041866.0,,
Bloodlust!,tt0216651,,,152239.0,,
Kandukondain Kandukondain,tt0242572,,,,,
Word of Honor,tt12458172,,,,,
La Garçonne,tt10955558,,,,,
Kim,tt0278866,,,,,
Moonfleet,tt0048387,,1955000.0,,,
Sin City,tt0401792,,40000000.0,158733820.0,,
Duma,tt0361715,,12000000.0,994790.0,,
The Visit,tt3567288,,5000000.0,98450062.0,,
Elmer Gantry,tt0053793,,3000000.0,64.0,,
Private Parts,tt0119951,,28000000.0,41230799.0,,
Burnt Offerings,tt0074258,,,,,
Around the World in Eighty Days,tt0048960,,6000000.0,42009549.0,,
The Incredible Journey,tt0107131,,,41833324.0,,
A Modern Twain Story: The Prince and the Pauper,tt0874424,,2500000.0,,,
Fateless,tt0367082,,2500000000.0,2512009.0,,
The Ogre,tt0118043,,,50935.0,,
Shunkinshō,tt0076560,,,,,
Blitz,tt15939198,,,1410783.0,,
The Adventures of Mr. Pickwick,tt0315144,,,,,
The Devil and Daniel Webster,tt0263265,,35000000.0,686846.0,,
Tru Confessions,tt0296251,,,,,
A Dry White Season,tt0097243,,9000000.0,3766879.0,,
Vechera na khutore bliz Dikanki,tt0057637,,,,,
Siréna,tt0370204,,,,,
The Reckoning,tt9603208,,,,,
Vision Quest,tt0090270,,,12993175.0,,
After Office Hours,tt0026043,,366000.0,,,
Elegy,tt6772802,,45000000.0,,,
Escape Me Never,tt0039357,,1900000.0,,,
Herzlich willkommen,tt0099767,,,,,
Stanley and Iris,tt0100680,,23000000.0,5820015.0,,
Shum bola,tt0386703,,,,,
A History of Violence,tt0399146,,32000000.0,61385065.0,,
The Watcher in the Woods,tt0081738,,,5000000.0,,
The Man in Half Moon Street,tt0037046,,,,,
He Who Gets Slapped,tt0014972,,172000.0,,,
Trainspotting,tt0117951,,1500000.0,16981823.0,,
Dark Victory,tt0031210,,,345.0,,
The Art of Crying,tt18358644,,,,,
Pope Joan,tt0458455,,22000000.0,28748076.0,,
Valdez Is Coming,tt0067921,,,,,
Stevnemøte med glemte år,tt0143904,,,,,
Life with Judy Garland: Me and My Shadows,tt0250581,,,,,
Tarzan the Ape Man,tt0083170,,6500000.0,36565280.0,,
Re-Animator,tt0089885,,900000.0,2025014.0,,
The Lover,tt0101316,,,5013090.0,,
An American Carol,tt0078764,,2000000.0,,,
Dangerous Beauty,tt0118892,,8000000.0,4553271.0,,
Silver Blaze,tt0029565,,,,,
The Truce,tt0117959,,,,,
The Sapphires,tt1673697,,10000000.0,20423628.0,,
The Three Worlds of Gulliver,tt0053882,,,,,
Monkey Shines,tt0095652,,7000000.0,5344577.0,,
Hellboy 2: The Golden Army,tt1979548,,,,,
Alice in Wonderland,tt1014759,,200000000.0,1025468216.0,,
The Shaggy Dog,tt0393735,,50000000.0,87134280.0,,
Støv på hjernen,tt0055487,,791194.0,,,
Manon Lescaut,tt1839556,,,,,
House of Usher,tt15567174,,,,,
Suikerfreule,tt0201201,,,,,
The Promise,tt4776998,,90000000.0,12448676.0,,
Gangs of New York,tt0217505,,100000000.0,193772504.0,,
Chouans!,tt0094872,,,,,
The Spiral Staircase,tt0038975,,,,,
Pimpernel Smith,tt0034027,,,,,
