title,imdb_id,existing_budget,scraped_budget,scraped_boxoffice,release_year,budget_difference
Like Two Drops of Water,tt0056823,,620000.0,,,
Pelle the Conqueror,tt0093713,,,2063688.0,,
Camille,tt0094828,,,3331892.0,,
The Woman and the Stranger,tt7737800,,,836057.0,,
Contact,tt0118884,,90000000.0,171120329.0,,
Head On,tt0347048,,,11065801.0,,
Jude,tt0116722,,7000000.0,409144.0,,
A Wrinkle in Time,tt1620680,,100000000.0,132675864.0,,
Jane Eyre,tt1229822,,,34710627.0,,
"Rabbit, Run",tt12547822,,,457997.0,,
Young and Innocent,tt0029811,,,401.0,,
Murder on the Orient Express,tt3402236,,55000000.0,352794081.0,,
Koenigsmark,tt0044816,,,,,
Anna Christie,tt0020641,,376000.0,,,
The Box,tt0086675,,,,,
Ghosts... of the Civil Dead,tt0095217,,,,,
The Amityville Horror,tt0384806,,19000000.0,107516369.0,,
Easy Money,tt0085470,,,29309766.0,,
Treasure Island,tt0025907,,,4957320.0,,
"Girl, Interrupted",tt0172493,,40000000.0,48350205.0,,
The Awakening,tt1687901,,3000000.0,6879667.0,,
The Sweet Hereafter,tt0120255,,5000000.0,3263585.0,,
Man and Boy,tt0097336,,30000000.0,3563162.0,,
Beau travail,tt0209933,,,4104.0,,
"Skaz pro to, kak tsar Pyotr arapa zhenil",tt0075225,,,,,
Love & Pop,tt0168972,,,,,
The Man Who Laughs,tt0019130,,,4347.0,,
The Scarlet Letter,tt0114345,,46000000.0,10382407.0,,
Complicity,tt0188518,,,,,
Puberty Blues,tt2222848,,,,,
Rogue Trader,tt0131566,,12800000.0,,,
Stuart Little 2,tt0243585,,120000000.0,169956806.0,,
Angele,tt0024830,,,,,
Captain Pirate,tt0044475,,,,,
Raise the Red Lantern,tt0101640,,,2603061.0,,
Waking the Dead,tt0259733,,,,,
The Girl Who Kicked the Hornets' Nest,tt1343097,,4000000.0,44276335.0,,
Where the Heart Is,tt0154094,,,,,
Dog's Heads,tt0169151,,,,,
24 Horas en la Vida de una Mujer,tt0181272,,,,,
Arthur and the Vengeance of Maltazard,tt0940657,,65000000.0,52377611.0,,
The Abyss,tt0096754,,70000000.0,90520202.0,,
Lake of the Dead,tt32846883,,,,,
Twin Sisters of Kyoto,tt0056154,,,,,
"Lila, Lila",tt0424237,,,537871.0,,
Sometimes They Come Back,tt0102960,,,,,
Meet Nero Wolfe,tt0027952,,,,,
Handsome Siblings,tt11541444,,,,,
Lootera,tt2224317,,,789671.0,,
Between Two Worlds,tt10088984,,,3875598.0,,
The Brain,tt0094794,,,,,
The Blind Side,tt0878804,,29000000.0,309231694.0,,
Don't Look Now,tt0069995,,1500000.0,116008.0,,
Christopher Columbus,tt0103962,,40000000.0,8251071.0,,
Sole Survivor,tt0065007,,,,,
Secret Window,tt0363988,,40000000.0,92913171.0,,
Spy Story,tt21811062,,,,,
Shyamchi Aai,tt15464490,,,,,
Iris,tt0280778,,5500000.0,16153953.0,,
Hud,tt0057163,,2500000.0,,,
Imagining Argentina,tt0314197,,,383106.0,,
A Study in Scarlet,tt0024625,,,,,
Tune in Tomorrow,tt0100822,,11000000.0,1794001.0,,
The Scarlet Letter,tt0114345,,46000000.0,10382407.0,,
The Razor's Edge,tt32360501,,,,,
To Live and Die in L.A.,tt0090180,,8000000.0,17311746.0,,
Angela's Ashes,tt0145653,,50000000.0,13042112.0,,
Nobody Runs Forever,tt0063067,,,,,
Kidnapped,tt1629377,,,969024.0,,
Nancy Drew,tt10313176,,,,,
Disgrace,tt0445953,,10000000.0,2291680.0,,
Coco Chanel & Igor Stravinsky,tt1023441,,,6055859.0,,
Exodus,tt0053804,,4000000.0,12634.0,,
Barabbas,tt0055774,,,,,
Percy Jackson & the Olympians: Sea of Monsters,tt28638242,,,,,
No Orchids for Miss Blandish,tt0040647,,,,,
The Silver Brumby,tt0108137,,,,,
Women in Love,tt0066579,,1600000.0,2098.0,,
Gigi,tt0051658,,3319355.0,,,
Arthur and the Invisibles,tt0985586,,,,,
Round Midnight,tt0090557,,3000000.0,3272593.0,,
Umizaru,tt0983987,,,,,
Bluebeard's Eighth Wife,tt0029929,,,,,
The Children,tt29242846,,,,,
Basil,tt0118686,,10000000.0,,,
Ikarie XB-1,tt0122111,,,2130.0,,
Cilvēka bērns,tt0103971,,,,,
Icon,tt0424176,,,,,
Leaving,tt0113627,,3600000.0,32029928.0,,
The Acid House,tt0122515,,,,,
Rawhead Rex,tt0091829,,1500000.0,,,
La Cage aux Folles,tt0077288,,7000000.0,20424259.0,,
El Boassa,tt0036654,,,,,
Vanished,tt14034294,,,,,
The Case of the Black Cat,tt0027428,,,,,
Mixed Blessings,tt0161174,,,,,
Trapped,tt3561180,,,,,
The Makioka Sisters,tt0086242,,,,,
The Black Dahlia,tt0387877,,50000000.0,49332692.0,,
Storm Over the Nile,tt0048662,,,,,
Tomie: Beginning,tt0474962,,,,,
Alfie,tt0375173,,60000000.0,35060882.0,,
Letter from an Unknown Woman,tt0040536,,,852.0,,
The Blizzard,tt2238050,,,469701.0,,
The Naked Jungle,tt0047264,,,,,
The Raven,tt1486192,,26000000.0,29699345.0,,
When the Legends Die,tt0069496,,,,,
The Romance of Yushima,tt12299432,,,,,
Starship Troopers,tt0120201,,105000000.0,121214377.0,,
The Shell Seekers,tt0758720,,,,,
The Tomb,tt2692250,,127000000.0,363204635.0,,
The Commitments,tt0101605,,12000000.0,14919633.0,,
Atlas Shrugged: Part 2,tt5671176,,,,,
Vanjikkottai Valiban,tt1459978,,,,,
Berkeley Square,tt0157216,,,,,
The Musketeers,tt2733252,,,,,
Green Zone,tt0947810,,100000000.0,113377594.0,,
Grabben i graven bredvid,tt0298351,,,447360.0,,
The Hunchback of Notre Dame,tt0116583,,100000000.0,325338851.0,,
Murder on the Orient Express,tt3402236,,55000000.0,352794081.0,,
Sharpe's Rifles,tt0108108,,,,,
The Second Jungle Book: Mowgli & Baloo,tt0120087,,,346056.0,,
Jane Eyre,tt1229822,,,34710627.0,,
Love,tt0314331,,40000000.0,250275891.0,,
Devdas,tt0238936,,500000000.0,5428774.0,,
The Eiger Sanction,tt0072926,,9000000.0,14200000.0,,
Berlin-Alexanderplatz,tt0080196,,,,,
Lorna Doone,tt0259786,,2500000.0,,,
Strogoff,tt0074024,,,,,
Carnosaur,tt0106521,,850000.0,1753979.0,,
I Know What You Did Last Summer,tt4045450,,,,,
Touchez pas au grisbi,tt0046451,,,131548.0,,
Wuthering Heights,tt32897959,,,,,
A Time to Kill,tt0117913,,40000000.0,152266007.0,,
Bør Børson Jr.,tt0069832,,,,,
Peyton Place,tt0057779,,,,,
"Come Back, Charleston Blue",tt0068403,,,,,
Satan Met a Lady,tt0028219,,,,,
Hokuspokus,tt0020982,,,,,
From Beyond,tt0091083,,4500000.0,1261000.0,,
The Tell-Tale Heart,tt1330057,,45000.0,,,
Walk the Line,tt0358273,,28000000.0,186797986.0,,
The Razor's Edge,tt32360501,,,,,
Blue City,tt0090753,,10000000.0,6947787.0,,
All Quiet on the Western Front,tt0020629,,1200000.0,,,
The Return of the Musketeers,tt0098194,,,,,
Morel's Invention,tt0071667,,,,,
On Our Selection,tt0122196,,,,,
Skullduggery,tt0066384,,4500000.0,,,
A Small Ball Shot by a Midget,tt0374899,,,,,
Johnny Got His Gun,tt0067277,,1000000.0,2735.0,,
The Bondman,tt14186672,,,,,
Perinbaba,tt0089800,,,,,
His Grace Gives Notice,tt0225940,,,,,
The Picture of Dorian Gray,tt0037988,,3500000.0,,,
Un maledetto imbroglio,tt0053039,,,,,
Return to Oz,tt0089908,,25000000.0,11137801.0,,
Born Free,tt0060182,,,143.0,,
Puffball,tt0484881,,2600000.0,3844.0,,
King Solomon's Mines,tt0089421,,12500000.0,15057465.0,,
Crime and Punishment,tt0026246,,,,,
Little Big Man,tt0065988,,15000000.0,31559552.0,,
Angel Heart,tt0092563,,17000000.0,17185954.0,,
The Return of the Musketeers,tt0098194,,,,,
David Copperfield,tt0167872,,,,,
The Most Dangerous Game,tt15822738,,,,,
Sliver,tt0108162,,40000000.0,116300000.0,,
8 Women,tt0283832,,8000000.0,42426583.0,,
The Notebook,tt0332280,,29000000.0,118537193.0,,
Bug,tt0470705,,4000000.0,8095931.0,,
Boeing Boeing,tt0058981,,2200000.0,,,
Murder at the Savoy,tt0624352,,,,,
The Gorilla,tt0031387,,,,,
Across the Wide Missouri,tt0043262,,5000000.0,,,
Crusoe,tt1117552,,,,,
Sri Rama Rajyam,tt1783377,,320000000.0,,,
The Dreamers,tt0309987,,15000000.0,23671656.0,,
Friendly Persuasion,tt0049233,,3000000.0,,,
The Pendragon Legend,tt0071981,,,,,
I Am Dina,tt0281924,,141000000.0,2691510.0,,
The Field,tt0099566,,5000000.0,1494399.0,,
Read It and Weep,tt0494716,,,,,
The River Niger,tt0075145,,,,,
The Border Town,tt7779064,,,,,
Frenemies,tt1865368,,,,,
Once Were Warriors,tt0110729,,,1608610.0,,
Salò o le 120 giornate di Sodoma,tt0073650,,,1808595.0,,
The Grapes of Wrath,tt0032551,,800000.0,7304.0,,
Tom Brown's Schooldays,tt0415322,,,,,
Nya hyss av Emil i Lönneberga,tt0070463,,,,,
Confession of a Child of the Century,tt1865335,,4000000.0,146155.0,,
The Mark of Zorro,tt0032762,,1000000.0,10248.0,,
The Apprenticeship of Duddy Kravitz,tt0071155,,910000.0,,,
The First Men in the Moon,tt0058100,,,,,
Red Hair,tt4542568,,,,,
The Painted Veil,tt0446755,,19400000.0,26910847.0,,
The Parent Trap,tt0120783,,,92146310.0,,
Invasion of the Body Snatchers,tt0077745,,3500000.0,24949050.0,,
The Black Whale,tt0025753,,,,,
Me and My Kid Brother,tt0064666,,,,,
S.A.S. à San Salvador,tt0084621,,,,,
"English, August",tt0109732,,,,,
Sleeping Beauty,tt1588398,,3000000.0,408680.0,,
Les Misérables,tt1707386,,61000000.0,442757529.0,,
A Dangerous Method,tt1571222,,15000000.0,30519436.0,,
Group Portrait with Lady,tt0076113,,,,,
Feux rouges,tt0365190,,,2394429.0,,
"Gabriela, Cravo e Canela",tt0085575,,,1318839.0,,
Cat's Eye,tt0088889,,7000000.0,13086757.0,,
Ghare-Baire,tt0087328,,,6951.0,,
Strike It Rich,tt0100708,,,541626.0,,
My Dog Skip,tt0156812,,6000000.0,35547761.0,,
All I Desire,tt0045492,,460000.0,,,
The Mysterious Castle in the Carpathians,tt33346280,,,,,
Brown on Resolution,tt0026377,,,,,
Emīla nedarbi,tt0265577,,,,,
Équateur,tt0086654,,,,,
The Land,tt20561198,,8500000.0,2246680.0,,
Zenon: Z3,tt0379060,,,,,
Ada,tt3921116,,,,,
The Old Garden,tt0939911,,,1577570.0,,
In Her Shoes,tt0388125,,,83697473.0,,
The Crow: Wicked Prayer,tt0353324,,,,,
Lovers and Luggers,tt0033216,,,,,
Bad Ronald,tt0071186,,,,,
A Knight in Camelot,tt0176892,,,,,
Ripley Under Ground,tt0219171,,,,,
The Quiller Memorandum,tt0060880,,,,,
The Dictator,tt1645170,,65000000.0,179379533.0,,
Last Quarter,tt0440532,,,1577524.0,,
The Taking of Pelham One Two Three,tt0072251,,5000000.0,357.0,,
The Happy Ending,tt0064405,,,,,
Édes Anna,tt0275110,,,,,
Reversible Errors,tt0382944,,,,,
Pee-wee's Big Adventure,tt0089791,,6000000.0,41047344.0,,
Journey to Italy,tt0046511,,,20072.0,,
The Laramie Project,tt0257850,,,,,
Emil and the Detectives,tt0058056,,,,,
The Lost World,tt0119567,,73000000.0,618638999.0,,
A Tanítónö,tt6952960,,,681765.0,,
Oliver Twist,tt0380599,,60000000.0,42580321.0,,
Hell Has Harbour Views,tt0445419,,,,,
Orphans,tt8482584,,,3713294.0,,
Rathi Nirvedam,tt1844016,,7000000.0,,,
Three Rooms in Manhattan,tt0179492,,,,,
Fatso,tt0080724,,,7653061.0,,
Endless Love,tt0082329,,9700000.0,32492674.0,,
The Virginian,tt0055710,,,,,
Left Behind: World at War,tt0443567,,4600000.0,,,
Don Quixote de la Mancha,tt1392820,,,,,
Julietta,tt0082131,,,,,
Lemony Snicket's A Series of Unfortunate Events,tt15100780,,,,,
Arsene Lupin,tt0022639,,433000.0,,,
Goethe,tt1440180,,3000000.0,5826565.0,,
Captain Khorshid,tt0122186,,,,,
The Beehive,tt0070040,,,149034.0,,
Doña Perfecta,tt0042413,,,,,
Avalon High,tt1614950,,,,,
The 47 Ronin,tt12610794,,,,,
The Mist,tt0884328,,18000000.0,57470220.0,,
Capote,tt0379725,,7000000.0,49327405.0,,
Cheech,tt0080520,,,41675194.0,,
The Lower Depths,tt0050330,,,,,
Nobleza gaucha,tt0265416,,,,,
The Killers,tt5537002,,200000000.0,158764012.0,,
Perri,tt0050837,,,,,
Moner Manush,tt1815837,,2000000.0,,,
The Mountain,tt0071615,,750000.0,112094.0,,
Alan & Naomi,tt0103640,,,,,
Princezna se zlatou hvězdou,tt0152073,,,,,
Flesh and the Devil,tt0016884,,373000.0,,,
Silver Bullet,tt0090021,,7000000.0,12361866.0,,
Single White Female,tt0105414,,16000000.0,48017402.0,,
La Bohème,tt0016669,,693000.0,,,
Miss Pettigrew Lives for a Day,tt0970468,,,16724933.0,,
Meetings with Remarkable Men,tt0079542,,,,,
Walkabout,tt0067959,,1000000.0,1888.0,,
Huckleberry Finn,tt0031020,,,,,
House,tt0412142,,,,,
Ivans XTC,tt0238321,,,47027.0,,
Male and Female,tt0010418,,,,,
I Love You Beth Cooper,tt1032815,,18000000.0,15821907.0,,
"Uncas, el fin de una raza",tt0059839,,,256130.0,,
The Towering Inferno,tt0072308,,14000000.0,116001993.0,,
The Call of the Wild: Dog of the Yukon,tt0118811,,,,,
Oliver Twist,tt0380599,,60000000.0,42580321.0,,
Three Steps Above Heaven,tt1648216,,,14066238.0,,
The Dunwich Horror,tt0065669,,,,,
Crying Freeman,tt0112750,,30000000.0,,,
The Red Samson,tt0008745,,,,,
Four Daughters,tt27502426,,,1210737.0,,
Devil in the Flesh,tt0143213,,,,,
Father of the Bride,tt0101862,,20000000.0,89325780.0,,
Train to Pakistan,tt0170704,,,,,
The Deep End of the Ocean,tt0120646,,38000000.0,28121100.0,,
Sherlock Holmes in New York,tt0075208,,,,,
Anna Karenina,tt1781769,,40600000.0,68929150.0,,
The Taking of Pelham 1 2 3,tt0072251,,5000000.0,357.0,,
As Cool As I Am,tt1906329,,,3234.0,,
Shirley Valentine,tt0098319,,,6056912.0,,
The Man with Two Faces,tt0025459,,,,,
Castle of Sand,tt0202604,,,,,
Bringing Out the Dead,tt0163988,,55000000.0,16798496.0,,
Topaz,tt0065112,,4000000.0,88.0,,
The Postman Always Rings Twice,tt0082934,,12000000.0,12383416.0,,
Sostiene Pereira,tt0115479,,,,,
Spider,tt9362722,,150000000.0,690824738.0,,
The Phantom Carriage,tt0012364,,,,,
Het Woeden der Gehele Wereld,tt0393354,,3000000.0,,,
Kabuliwala,tt28541110,,,,,
The Count of Monte Cristo,tt29547746,,,,,
Divine Secrets of the Ya-Ya Sisterhood,tt0279778,,27000000.0,73839240.0,,
El Lazarillo de Tormes,tt0052995,,,,,
Matchstick Men,tt0325805,,62000000.0,65565672.0,,
How the Grinch Stole Christmas!,tt0170016,,123000000.0,346659384.0,,
Village of the Damned,tt0114852,,22000000.0,9418365.0,,
Amadeus,tt0086879,,18000000.0,52075942.0,,
The Man with the Golden Gun,tt0071807,,7000000.0,20972986.0,,
The Fury,tt10151854,,125000000.0,134138006.0,,
Along Came a Spider,tt0164334,,60000000.0,105178561.0,,
Barefoot Gen,tt0085218,,,,,
The Mangler,tt0113762,,,1781383.0,,
Brewster's Millions,tt31955992,,10000000.0,,,
Pandora's Box,tt0018737,,,62971.0,,
The Three Musketeers,tt1509767,,75000000.0,132274484.0,,
Charlemagne,tt0126737,,,,,
La Chiesa,tt0094860,,3500000.0,,,
The Horse Whisperer,tt0119314,,60000000.0,186883563.0,,
Sátántangó,tt0111341,,,,,
Cenere,tt0006494,,,,,
Waterworld,tt0114898,,175000000.0,264218220.0,,
Cold Mountain,tt0159365,,79000000.0,173013509.0,,
Bombshell,tt6394270,,32000000.0,61404394.0,,
The Scapegoat,tt2084977,,,,,
The Ballad of the Valiant Knight Ivanhoe,tt0251602,,,,,
They Were Sisters,tt0038161,,,,,
Funny Farm,tt0095188,,19000000.0,25537221.0,,
Bhaag Milkha Bhaag,tt2356180,,410000000.0,17551296.0,,
Failure of Engineer Garin,tt0314105,,,,,
The Executioner's Song,tt0083909,,,,,
Thirst,tt0762073,,5000000.0,13085023.0,,
Las Tres perfectas casadas,tt0045260,,,,,
Hotel,tt2080323,,170000.0,,,
The Unholy Three,tt0016473,,103000.0,,,
Topaze,tt0024684,,,,,
The Black Swan,tt4479380,,,198432.0,,
Snow Country,tt0051217,,,,,
My Boy Jack,tt0851430,,,,,
Night Watch,tt0403358,,4200000.0,50336279.0,,
The Kreutzer Sonata,tt1172063,,,,,
Baby the Rain Must Fall,tt0058930,,,,,
Wuthering Heights,tt32897959,,,,,
A Commuter Kind of Love,tt0161204,,,,,
Control,tt0421082,,4500000.0,8159508.0,,
Zero Focus,tt0227858,,,,,
The Brave Archer 3,tt0078249,,,,,
I Cover the Waterfront,tt0024151,,,,,
The Stolen Airship,tt0350162,,,,,
The Eagle,tt1034389,,25000000.0,37989684.0,,
The Phantom of the Opera,tt0293508,,70000000.0,154674241.0,,
All the King's Men,tt0405676,,55000000.0,9451623.0,,
Rebecca of Sunnybrook Farm,tt0030657,,,,,
Twenty Hours,tt0058218,,,,,
Institute Benjamenta,tt0113429,,,,,
The Sunny South or The Whirlwind of Fate,tt0348145,,,,,
What Becomes of the Broken Hearted?,tt0197094,,,,,
Rendezvous in Paris,tt0114266,,,,,
La leggenda del santo bevitore,tt0095513,,,6384.0,,
Caresses,tt0140879,,,,,
In the Good Old Summertime,tt0041507,,,7704120.0,,
The Seeker: The Dark Is Rising,tt0484562,,45000000.0,31852619.0,,
Gods and Monsters,tt0120684,,10000000.0,6451628.0,,
The Squeaker,tt0057718,,,,,
Puss in Boots,tt3915174,,90000000.0,481757663.0,,
"20,000 Leagues Under the Sea",tt0046672,,9000000.0,746.0,,
Family Diary,tt0056966,,,,,
Kings,tt0055047,,5037000.0,,,
Kamouraska,tt0070263,,905000.0,,,
Der Geisterzug,tt1687219,,,,,
Three on a Spree,tt0055523,,,,,
La Marie du port,tt0041640,,,,,
The Dawns Here Are Quiet,tt4629032,,220000000.0,4495190.0,,
Marooned,tt0064639,,8000000.0,,,
Frankenstein,tt1312221,,,,,
The Little Engine That Could,tt0186311,,,,,
La Belle Noiseuse,tt0101428,,,403056.0,,
Barbarella,tt0062711,,9000000.0,1288.0,,
Harper,tt30321133,,,,,
Lord Jim,tt0059399,,,,,
Under Two Flags,tt0028442,,1500000.0,,,
Hauser's Memory,tt0065819,,4000000.0,,,
Young Werther,tt21857662,,,,,
Shortcut to Happiness,tt0263265,,35000000.0,686846.0,,
Le Masque de fer,tt0056228,,,798707.0,,
"Mother, May I Sleep with Danger?",tt5480528,,,,,
Written on the Wind,tt0049966,,,14163.0,,
Marriage Italian-Style,tt0058335,,,157819.0,,
I'll Be Yours,tt0039484,,,,,
The Revenge of the Whore,tt24053860,,,,,
The Treasures of Agra,tt34622152,,,,,
Watusi,tt33348572,,,,,
The Devil's Advocate,tt0118971,,57000000.0,152944660.0,,
The Day of the Triffids,tt0055894,,750000.0,,,
The Key,tt0085328,,,,,
The Europeans,tt0079123,,,,,
Someone Like You,tt22334258,,,5937306.0,,
The Last Mistress,tt0437526,,6000000.0,1831577.0,,
Back Street,tt0845088,,,,,
Flood,tt0790665,,,8272729.0,,
"Follow Me, Boys!",tt0060420,,,,,
The Shape of Things,tt0308878,,4000000.0,826617.0,,
Dr. No,tt0055928,,392022.0,16120643.0,,
From Russia with Love,tt0057076,,2000000.0,24811445.0,,
Umrao Jaan,tt0083248,,,,,
The Legend of the 7 Golden Vampires,tt0070297,,,,,
Terry Pratchett's The Colour of Magic,tt13874532,,,,,
Strangers on a Train,tt0044079,,1200000.0,50415.0,,
A Thousand and One Nights,tt0038165,,,,,
H.G. Wells' War of the Worlds,tt19370716,,,,,
The Sign on the Door,tt0011692,,,,,
Howling VI: The Freaks,tt0102067,,,,,
Cosmopolis,tt1480656,,20500000.0,7029095.0,,
The Story of Ruth,tt0054343,,2930000.0,,,
The Case of Sergeant Grischa,tt0020744,,,,,
Tomie: Replay,tt0279474,,,,,
No Man of Her Own,tt0041694,,,,,
I Still Know What You Did Last Summer,tt0130018,,65000000.0,40002112.0,,
Postcards from the Edge,tt0100395,,22000000.0,39071603.0,,
The Happy Ending,tt0064405,,,,,
The Call of the Toad,tt24053860,,,,,
"O Brother, Where Art Thou?",tt0190590,,26000000.0,71871136.0,,
Adventure,tt1305826,,,,,
Fierro,tt1085790,,,,,
Boy A,tt0276751,,30000000.0,130549455.0,,
69,tt27671792,,,,,
The Terminal Man,tt0072267,,,,,
The Gadfly,tt0048461,,,,,
Carmen,tt6875952,,,383996.0,,
The Golden Fortress,tt0072190,,,,,
Les Chevaliers du ciel,tt0421974,,20000000.0,10720864.0,,
Dragonfly,tt0259288,,60000000.0,52323400.0,,
The Pit and the Pendulum,tt0055304,,200000.0,,,
The Big Sleep,tt0038355,,250000.0,51050.0,,
The Devil Rides Out,tt0062885,,,,,
The Picture of Dorian Gray,tt0037988,,3500000.0,,,
Owls' Castle,tt0275362,,,,,
The Private Affairs of Bel Ami,tt0039735,,,,,
The Men Who Stare at Goats,tt1234548,,25000000.0,69095771.0,,
Black Bread,tt1454523,,6000000.0,3784105.0,,
Picnic at Hanging Rock,tt0073540,,440000.0,83078.0,,
Sahara,tt0318649,,130000000.0,119240351.0,,
Instinct,tt0103772,,49000000.0,352927224.0,,
The Cardinal,tt0056907,,,,,
The Pied Piper,tt0174834,,,,,
Hercules,tt0119282,,85000000.0,252712101.0,,
The Keep,tt0085780,,11000000.0,4219430.0,,
Twist,tt12584954,,155000000.0,370962265.0,,
A Fistful of Dollars,tt13246712,,,,,
Three Men in a Boat,tt0049847,,,,,
Mourning Becomes Electra,tt0039636,,2342000.0,,,
The Thin Man,tt0025878,,226408.0,,,
Harry Potter and the Deathly Hallows: Part I,tt1201607,,125000000.0,1342499744.0,,
Rathinirvedam,tt1844016,,7000000.0,,,
Thinner,tt0117894,,8000000.0,15315484.0,,
Doraemon: Nobita and Galactic Express,tt1147522,,,25031120.0,,
The Quiet Earth,tt0089869,,1000000.0,2123562.0,,
Kwaidan,tt0058279,,350000000.0,,,
The Fugitive,tt0106977,,44000000.0,368875760.0,,
Primary Colors,tt0119942,,65000000.0,52090187.0,,
More About the Children of Noisy Village,tt0093524,,,,,
Lan Yu,tt0292066,,,3847964.0,,
The Fire Engine That Disappeared,tt0186311,,,,,
Cold Comfort Farm,tt0112701,,,5682429.0,,
Winky's Horse,tt0447679,,1700000.0,3193767.0,,
Amok,tt0248654,,,,,
The First Year,tt0295260,,,,,
Punk Lawyer,tt0115476,,,,,
The Stranger,tt9698480,,,,,
The Front Page,tt0071524,,4000000.0,,,
Chokher Bali,tt0366304,,,146732.0,,
We Are Not Alone,tt16478146,,,,,
"Lust, Caution",tt0808357,,15000000.0,67091915.0,,
Homeward Bound: The Incredible Journey,tt0107131,,,41833324.0,,
Stella Dallas,tt0029608,,,,,
How to Deal,tt0319524,,16000000.0,14390329.0,,
Blue Like Jazz: The Movie,tt1758575,,1200000.0,595018.0,,
The Whisperer in Darkness,tt1498878,,,,,
Christmas Carol: The Movie,tt0259929,,12000000.0,266475.0,,
Two Against the World,tt0028426,,,,,
The Manchurian Candidate,tt0368008,,80000000.0,96105910.0,,
Ugetsu,tt0046478,,,24959.0,,
Where Is Winky's Horse?,tt0926766,,1622756.0,3922485.0,,
Coraline,tt0327597,,60000000.0,185860104.0,,
The Canterville Ghost,tt2403439,,,3790424.0,,
Manji,tt0781422,,,,,
The Sea Wolf,tt0034162,,1013217.0,6192.0,,
October Sky,tt0132477,,25000000.0,34698753.0,,
The Lost World: Jurassic Park,tt0119567,,73000000.0,618638999.0,,
Toki o Kakeru Shōjo,tt0808506,,,1421529.0,,
Show Boat,tt0044030,,2295429.0,236.0,,
Plein Soleil,tt0054189,,,108070.0,,
Emma Hamilton,tt0064569,,,,,
Winstanley,tt0073911,,,,,
Room at the Top,tt0053226,,280000.0,,,
The Little Girl Who Lives Down the Lane,tt0074806,,1100000.0,,,
Bortreist på ubestemt tid,tt0179112,,,,,
Forest of the Hanged,tt0058439,,10542000.0,,,
The Devil Wears Prada,tt0458352,,35000000.0,326717337.0,,
Kidnapped,tt1629377,,,969024.0,,
Baksho Rahashya,tt32440445,,,,,
Rust and Bone,tt2053425,,15550182.0,25807712.0,,
War of the Worlds - The True Story,tt0176972,,,,,
M'Liss,tt0009326,,,,,
EX Machina,tt0470752,,15000000.0,37394629.0,,
Oberst Redl,tt0089716,,,2357.0,,
The Madness of King George,tt0110428,,65897768.0,15238689.0,,
Up in the Air,tt1193138,,25000000.0,166842739.0,,
The Beast Must Die,tt9062784,,,,,
Arthur 3: The War of the Two Worlds,tt3690382,,,,,
Shanghai Rhapsody,tt0203892,,,,,
Yazgı,tt21766660,,,,,
The Cat and the Canary,tt0031143,,,,,
Beau Geste,tt0031088,,,,,
The Constant Nymph,tt0035751,,,,,
Hombre,tt0061770,,5860000.0,,,
What's Love Got to Do with It,tt13430858,,,11065050.0,,
Uzumaki,tt10905902,,,,,
Die Gewehre der Frau Carrar,tt0141119,,,,,
